drv_age1,vh_age,vh_cyl,vh_din,pol_bonus,vh_sale_begin,vh_sale_end,vh_value,vh_speed,claim_amount,made_claim
95,6,1149,75,0.5,8,5,13250,173,0.0,0
68,19,1239,55,0.5,20,18,9041,150,0.0,0
43,9,1870,125,0.5,10,9,25750,203,0.0,0
45,10,1560,109,0.5,10,6,20500,192,0.0,0
49,27,2068,67,0.5,29,26,13507,164,0.0,0
62,12,1598,113,0.5,13,10,17350,192,0.0,0
55,17,996,66,0.5,17,17,8370,140,0.0,0
53,5,1149,75,0.5,7,5,10150,169,0.0,0
45,18,1598,90,0.5,19,15,16983,170,84.56,1
75,15,1390,75,0.58,17,15,11419,170,0.0,0
66,5,1390,123,0.5,8,5,28270,196,0.0,0
84,20,1598,75,0.5,22,20,10794,170,0.0,0
56,16,2664,125,0.5,17,16,28204,155,0.0,0
43,16,1905,70,0.5,17,16,14376,160,0.0,0
52,7,1560,90,0.5,8,6,21950,180,0.0,0
39,5,1995,170,0.66,7,2,42150,218,0.0,0
79,20,1796,116,0.5,22,20,17029,194,0.0,0
81,17,1149,59,0.5,19,16,9620,152,0.0,0
81,10,1493,102,0.51,10,10,15760,164,0.0,0
83,16,1905,63,0.5,17,15,12181,130,0.0,0
66,10,1560,109,0.5,11,10,19750,192,0.0,0
81,16,1997,90,0.5,16,14,18035,180,0.0,0
43,15,1994,82,0.64,16,15,20429,160,0.0,0
86,15,1769,115,0.5,15,13,16070,185,0.0,0
35,16,1124,60,0.57,19,15,8919,162,238.82,1
79,6,998,68,0.5,10,5,9450,157,0.0,0
58,11,1870,120,0.5,12,10,24150,188,0.0,0
66,19,1796,116,0.51,20,17,24621,194,0.0,0
66,25,2497,90,0.5,30,27,26622,175,24.0,1
33,43,479,15,0.5,56,54,648,95,0.0,0
37,11,1870,120,1.01,12,10,24150,188,0.0,0
45,15,1998,150,0.5,15,12,25000,175,0.0,0
54,21,1896,90,0.5,22,21,16755,180,0.0,0
52,13,1769,60,0.5,31,17,12190,134,0.0,0
47,16,1905,90,0.6,18,15,19666,178,0.0,0
38,18,1389,60,0.51,22,20,10962,145,0.0,0
54,18,3960,183,0.5,20,17,24530,170,0.0,0
78,15,1868,70,0.5,17,13,13096,144,0.0,0
48,6,1329,101,0.5,6,4,15200,175,0.0,0
36,6,1560,109,0.5,7,5,28650,180,346.75,1
71,6,998,68,0.5,10,5,10350,157,0.0,0
57,16,1905,70,0.5,17,16,15535,162,0.0,0
38,5,1560,112,0.5,5,3,22600,173,0.0,0
39,14,1870,64,0.5,17,15,11876,161,0.0,0
84,20,1171,60,0.5,24,20,9955,155,0.0,0
38,29,602,29,0.5,45,34,3299,115,0.0,0
31,20,1905,93,0.51,22,18,21328,180,0.0,0
61,20,1598,75,0.5,21,19,12181,172,0.0,0
34,10,1995,116,0.5,11,9,24450,180,0.0,0
62,43,602,29,0.5,47,28,7989,100,0.0,0
92,6,1360,74,0.5,6,3,15800,163,0.0,0
36,5,1390,75,0.5,6,5,9890,161,0.0,0
54,8,1398,68,0.5,13,13,14520,168,0.0,0
81,6,1461,106,0.5,6,6,27200,180,1383.6,1
41,9,1560,90,0.5,10,10,17500,179,0.0,0
86,16,1124,60,0.58,19,15,8919,162,0.0,0
78,5,1149,75,0.5,6,6,10999,163,0.0,0
83,13,1199,75,0.5,15,11,10680,155,0.0,0
70,5,1461,106,0.5,6,5,23100,180,2293.55,1
70,11,1896,101,0.5,15,11,23410,191,0.0,0
87,23,1697,58,0.5,27,22,11503,150,0.0,0
59,5,1753,125,0.5,8,5,28500,200,0.0,0
35,17,1396,104,0.5,19,17,13568,185,0.0,0
64,15,1870,64,0.5,17,16,13873,145,0.0,0
67,7,1598,124,0.5,8,5,20300,190,1053.25,1
68,5,1461,86,0.5,5,5,20050,174,0.0,0
59,16,1905,70,0.5,17,16,14376,160,0.0,0
72,9,1360,89,0.5,9,8,13900,180,0.0,0
53,23,1108,48,0.5,31,20,7890,143,0.0,0
51,11,998,66,0.5,12,10,10450,155,0.0,0
69,14,2982,164,0.5,15,13,33900,165,0.0,0
51,7,1968,140,0.5,8,6,33790,182,0.0,0
47,17,1868,70,0.5,17,12,12750,161,0.0,0
49,14,2148,143,0.5,14,11,29350,220,0.0,0
88,15,1997,109,0.5,17,14,21953,191,4049.28,1
52,9,1598,164,0.5,10,6,26400,215,0.0,0
48,6,1896,105,0.5,10,8,21940,189,95.36,1
74,17,1299,60,0.5,19,18,9041,155,0.0,0
56,18,1905,70,0.5,19,18,15230,160,0.0,0
42,15,1149,59,0.5,17,15,10962,160,0.0,0
65,12,1149,75,0.5,15,9,11300,170,0.0,0
72,16,1298,81,0.5,17,11,13800,140,0.0,0
47,6,1360,74,0.5,13,13,12950,162,97.7,1
63,9,2148,109,0.5,12,9,24004,157,0.0,0
67,16,1124,60,0.5,19,15,8919,162,0.0,0
51,5,1242,70,0.5,5,2,11700,159,0.0,0
56,16,2798,104,0.76,19,16,31311,125,1308.0,1
54,25,998,43,0.5,31,22,6914,129,0.0,0
73,10,1870,85,0.6,12,10,18600,147,0.0,0
63,14,1868,70,0.5,17,13,13814,144,0.0,0
76,11,1461,101,0.62,12,10,19650,179,0.0,0
40,8,1461,106,0.5,9,9,27000,190,0.0,0
49,12,1997,109,0.5,13,11,22250,183,0.0,0
68,16,1390,96,0.5,16,15,14315,185,0.0,0
86,16,1149,59,0.72,17,15,8522,151,0.0,0
42,14,1997,136,0.5,15,10,20000,210,0.0,0
47,5,1397,131,0.71,6,5,22050,200,0.0,0
68,12,1124,60,0.5,15,12,9300,164,0.0,0
50,7,1298,87,0.5,7,6,14551,170,1244.21,1
40,15,1149,59,0.72,17,15,10199,148,0.0,0
69,18,1396,90,0.5,21,19,14011,172,0.0,0
61,12,1997,90,0.5,13,10,18950,160,0.0,0
44,9,1390,98,0.5,10,9,13350,183,0.0,0
46,13,1997,90,0.5,16,10,20750,175,0.0,0
87,7,1149,59,0.5,14,12,11250,160,318.84,1
43,7,1560,109,0.5,7,5,21000,173,0.0,0
87,25,1108,48,0.5,31,20,7890,143,0.0,0
59,16,1868,70,0.5,17,13,13096,144,0.0,0
72,14,1951,125,0.55,15,14,31634,206,0.0,0
49,17,1905,93,0.5,19,17,21572,157,0.0,0
75,6,1461,68,0.5,7,6,12499,162,4973.29,1
55,12,1997,90,0.5,13,10,15950,180,0.0,0
71,8,1461,68,0.5,10,9,13050,163,0.0,0
67,24,2765,89,0.5,29,23,21897,145,189.14,1
47,25,1769,60,0.5,32,22,11564,155,0.0,0
52,22,2446,90,0.5,30,22,21183,130,513.0,1
62,10,1422,81,0.5,10,8,14240,174,0.0,0
59,8,1560,109,0.5,8,7,28850,180,0.0,0
37,16,1896,111,0.5,17,15,22898,193,457.27,1
46,42,2195,125,0.5,46,44,6525,205,0.0,0
57,14,1998,109,0.5,17,12,21300,191,0.0,0
67,16,1997,90,0.5,16,15,16206,163,0.0,0
72,25,1597,94,0.5,26,24,12440,175,0.0,0
51,7,1086,66,0.5,7,6,10740,151,0.0,0
58,20,1389,82,0.5,23,19,15337,175,0.0,0
58,17,1868,70,0.5,17,13,13096,144,0.0,0
70,20,1237,55,0.5,21,18,9529,150,0.0,0
27,9,1560,90,0.8,9,8,17150,182,0.0,0
37,8,1582,90,0.5,8,6,18570,172,0.0,0
52,16,2188,113,0.5,17,15,33463,178,0.0,0
55,18,1390,75,0.5,20,19,13309,170,0.0,0
65,9,2993,230,0.53,10,9,47000,250,0.0,0
66,5,1397,131,0.5,6,5,20950,200,0.0,0
31,8,1870,131,0.85,9,6,26450,192,0.0,0
56,23,1588,81,0.5,26,23,14498,171,0.0,0
52,27,1595,75,0.51,32,24,12337,164,0.0,0
65,5,1997,164,0.5,5,4,32100,190,0.0,0
64,14,1997,90,0.5,14,11,18100,179,0.0,0
61,21,1764,140,0.5,25,19,18599,212,0.0,0
77,6,1968,170,0.5,7,6,39900,227,0.0,0
64,15,1997,90,0.5,16,14,18035,180,219.73,1
69,12,1108,55,0.5,16,15,7608,150,0.0,0
63,7,1360,74,0.5,12,7,15000,169,0.0,0
70,19,1665,90,0.5,20,17,24850,179,0.0,0
37,7,1149,59,0.6,8,6,10100,150,0.0,0
80,6,1796,140,0.5,7,6,27200,207,0.0,0
62,13,1870,108,0.5,14,10,22450,193,0.0,0
70,7,1796,184,0.5,8,5,36500,235,0.0,0
65,17,1149,59,0.5,18,17,11129,140,0.0,0
39,10,1461,101,0.5,12,10,21550,179,0.0,0
76,15,1753,90,0.5,17,15,18508,176,542.15,1
68,15,1998,164,0.5,15,13,36845,223,0.0,0
88,15,954,51,0.5,19,17,9590,150,0.0,0
44,22,2826,116,0.5,22,20,32777,150,0.0,0
75,15,1587,109,0.5,15,13,16200,197,0.0,0
51,10,2148,123,0.5,12,9,31600,208,0.0,0
76,8,1149,75,0.5,15,9,10500,170,0.0,0
49,11,1360,74,0.6,13,13,12950,162,0.0,0
57,20,1196,45,0.5,21,17,9292,145,0.0,0
55,21,1237,55,0.66,22,20,8614,150,0.0,0
57,8,1390,98,0.5,10,9,15950,183,0.0,0
79,9,1598,112,0.5,11,9,17250,184,528.02,1
60,16,1360,75,0.5,17,15,13568,175,0.0,0
61,15,1596,101,0.5,16,13,17520,185,0.0,0
78,10,1461,66,0.5,11,10,14100,156,0.0,0
52,5,1560,90,0.5,7,5,18000,160,0.0,0
43,9,1870,125,0.5,10,9,24600,190,0.0,0
55,20,1389,60,0.5,22,20,10962,145,0.0,0
60,25,1769,60,0.5,31,17,12190,134,0.0,0
60,14,1587,109,0.5,15,13,18100,197,0.0,0
85,9,1360,74,0.52,13,13,12950,162,0.0,0
71,6,1149,59,0.5,14,12,11250,160,0.0,0
56,8,1422,70,0.5,10,7,14180,166,0.0,0
46,27,2068,60,0.5,34,26,13289,107,0.0,0
51,16,1124,60,0.5,17,15,10962,158,0.0,0
51,5,1461,64,0.57,6,4,12249,162,0.0,0
39,5,1560,109,0.5,6,5,26150,180,0.0,0
38,32,2068,60,0.5,32,21,21145,108,0.0,0
29,12,1998,75,0.6,15,12,19100,135,0.0,0
65,17,1171,60,0.5,23,19,10199,155,0.0,0
32,11,1124,60,0.76,12,10,11200,158,0.0,0
50,13,1587,109,0.5,14,11,16300,190,0.0,0
63,15,1761,112,0.5,17,15,14910,192,0.0,0
58,25,1360,66,0.57,28,27,9426,163,0.0,0
57,8,1598,120,0.58,8,6,19550,200,0.0,0
54,27,1769,60,0.5,32,22,11564,155,0.0,0
89,19,1239,55,0.5,20,18,9041,150,0.0,0
45,15,1598,108,0.5,17,15,16770,195,0.0,0
62,6,1398,68,0.5,8,5,17100,166,0.0,0
73,19,1149,59,0.5,19,16,9620,152,0.0,0
48,14,1997,90,0.5,16,16,19438,180,0.0,0
54,20,1527,59,0.53,21,18,11465,155,0.0,0
75,6,1398,68,0.5,9,8,16500,166,0.0,0
38,6,998,68,0.71,10,4,10300,157,0.0,0
41,6,1968,136,0.5,6,4,33230,211,2270.36,1
48,17,1905,93,0.5,19,16,19397,157,0.0,0
72,22,1905,71,0.5,22,19,14773,162,0.0,0
53,10,1870,120,0.5,12,10,24150,188,0.0,0
77,34,602,29,0.5,47,28,7989,100,0.0,0
58,16,1595,101,0.5,16,15,16739,188,0.0,0
52,15,1870,64,0.5,17,15,11876,161,0.0,0
48,17,1390,75,0.64,17,15,11419,170,0.0,0
50,17,1905,70,0.5,20,18,17356,138,0.0,0
65,34,602,29,0.5,45,34,3299,115,0.0,0
87,13,1461,66,0.5,14,12,13050,163,0.0,0
82,22,2068,89,0.72,22,19,26694,160,961.15,1
75,14,1360,75,0.5,17,12,14300,170,0.0,0
78,5,1242,70,0.5,8,7,13600,160,0.0,0
48,17,1905,70,0.5,17,16,14376,160,0.0,0
39,17,2088,109,0.5,17,17,21496,190,0.0,0
57,10,1868,70,0.5,17,8,20392,138,0.0,0
52,13,1364,75,0.5,14,10,12850,170,0.0,0
55,6,1398,68,0.5,6,5,15800,169,2902.5,1
59,6,1398,68,0.5,6,5,15800,169,0.0,0
48,16,1391,75,0.64,16,13,15620,171,0.0,0
52,14,2664,125,0.5,17,15,31100,155,0.0,0
78,7,1149,79,0.5,9,9,14800,163,3156.47,1
62,10,1598,113,0.5,12,10,20800,185,0.0,0
55,15,1299,87,0.5,16,9,14300,155,0.0,0
82,22,1171,60,0.5,24,20,9955,155,0.0,0
56,12,1997,136,0.5,12,10,25350,207,0.0,0
54,13,1598,108,0.5,16,15,23158,200,0.0,0
53,18,1360,75,0.5,22,20,12639,172,329.6,1
60,24,1108,48,0.5,31,20,7890,143,0.0,0
56,9,1461,70,0.5,10,9,12498,162,0.0,0
38,8,1896,105,0.5,9,8,22590,179,0.0,0
44,10,1997,90,0.5,14,10,20350,179,0.0,0
66,24,1108,32,0.5,33,30,6449,115,0.0,0
72,18,1905,68,0.5,18,17,14773,162,0.0,0
58,10,1149,59,0.5,15,9,10138,151,0.0,0
42,7,1398,68,0.57,8,5,17600,166,0.0,0
37,11,1248,70,0.85,11,10,13600,153,0.0,0
86,14,2179,134,0.5,14,11,29450,205,663.85,1
72,20,1275,75,0.5,23,21,10123,170,0.0,0
58,12,1896,101,0.5,15,11,22130,191,0.0,0
69,5,1242,70,0.5,5,3,12710,159,0.0,0
49,10,1997,140,0.5,10,10,25350,204,0.0,0
45,20,1905,93,0.5,21,17,28463,160,0.0,0
57,8,1461,86,0.5,10,9,18700,174,0.0,0
50,10,1998,135,0.5,13,11,19650,200,0.0,0
79,18,2188,113,0.5,20,18,20444,195,0.0,0
81,8,1461,68,0.55,10,7,17521,148,0.0,0
72,24,2068,89,0.6,30,25,27792,140,0.0,0
44,12,1794,135,0.5,13,11,20050,185,0.0,0
63,24,1998,150,0.5,25,21,23615,223,0.0,0
76,23,1753,60,0.5,24,22,10923,152,0.0,0
73,11,1968,140,0.5,12,9,24200,203,515.06,1
47,36,2445,73,0.5,37,31,17348,115,0.0,0
78,13,1870,81,0.5,16,14,14864,174,0.0,0
66,16,1298,77,0.5,15,12,9490,155,0.0,0
32,26,2399,73,0.5,32,26,22497,113,0.0,0
53,21,1799,123,0.5,22,16,26542,193,0.0,0
84,6,998,68,0.5,10,4,10300,157,0.0,0
87,32,1093,51,0.5,41,36,4271,140,0.0,0
48,19,954,51,0.5,19,17,9590,150,0.0,0
78,20,1237,55,0.5,21,18,9529,150,0.0,0
33,10,1587,109,0.5,13,7,19450,170,92.15,1
38,18,1149,59,0.5,19,16,9620,152,0.0,0
77,6,1598,112,0.5,10,9,15850,186,0.0,0
69,8,1896,105,0.5,10,8,22590,192,0.0,0
42,8,1398,68,0.5,9,5,14600,166,0.0,0
49,20,1171,60,0.59,24,20,9955,155,0.0,0
87,7,1242,60,0.92,7,7,9190,155,3253.6,1
82,17,1951,136,0.5,17,17,26298,207,0.0,0
76,8,1997,140,0.5,11,7,24150,207,0.0,0
76,7,1560,90,0.5,8,6,22550,180,0.0,0
63,14,1360,75,0.5,17,12,11950,170,0.0,0
66,9,1390,98,0.5,10,9,13350,183,0.0,0
76,9,1461,68,0.5,9,7,10790,158,0.0,0
61,25,1896,68,0.5,26,23,16160,165,0.0,0
70,9,1149,75,0.5,15,9,11300,170,0.0,0
45,12,1461,82,0.5,12,10,19200,168,0.0,0
49,6,1248,70,0.5,11,5,13090,160,0.0,0
47,32,1397,60,0.5,32,30,8774,153,0.0,0
87,18,1299,60,0.5,19,16,9971,155,0.0,0
43,15,1598,101,0.5,16,13,19400,176,0.0,0
81,6,998,68,0.5,10,6,8700,157,0.0,0
55,38,602,33,0.52,47,32,4711,121,0.0,0
64,12,2172,125,0.5,13,11,23930,187,0.0,0
81,12,1298,81,0.5,17,11,13800,140,0.0,0
35,5,1560,90,0.5,6,4,20900,160,0.0,0
53,13,1870,98,0.5,16,15,17974,185,0.0,0
71,11,1149,75,0.5,15,9,10500,170,0.0,0
50,14,1896,131,0.5,15,11,23570,208,0.0,0
71,11,1461,82,0.5,13,10,19900,170,0.0,0
66,8,1461,106,0.5,10,9,21500,185,0.0,0
39,11,1997,136,0.5,12,10,25350,207,0.0,0
75,18,1389,60,0.5,22,20,10962,145,0.0,0
33,14,1870,64,0.57,17,15,11876,161,0.0,0
43,11,1461,66,0.5,14,12,13050,163,0.0,0
52,5,1461,104,0.5,6,5,26000,170,1091.43,1
67,16,1870,101,0.5,16,15,19499,174,0.0,0
83,28,1124,55,0.5,29,22,8553,161,0.0,0
87,7,998,68,0.5,10,6,8700,157,0.0,0
41,17,1598,90,0.5,20,19,16114,184,0.0,0
28,9,1560,90,0.8,11,7,18800,180,2389.33,1
37,11,1399,68,0.5,13,5,14640,158,0.0,0
41,11,1390,98,0.5,14,12,13750,186,0.0,0
76,7,1896,105,0.5,10,8,21100,183,0.0,0
47,14,1997,90,0.5,16,10,20750,175,0.0,0
66,7,1560,109,0.5,8,5,21450,193,0.0,0
70,18,1870,66,0.5,19,18,11663,161,130.87,1
79,14,2496,180,0.5,15,11,44380,219,0.0,0
50,18,1769,60,0.5,30,22,10474,155,0.0,0
44,12,2178,101,0.5,13,13,25714,140,0.0,0
50,8,1560,109,0.5,11,10,22150,192,2417.77,1
52,6,1968,120,0.5,6,3,25900,205,0.0,0
82,17,1527,58,0.5,19,17,11221,158,0.0,0
56,8,1398,68,0.5,14,10,14500,168,0.0,0
60,20,1905,71,0.5,22,19,14773,162,0.0,0
58,15,1997,111,0.5,16,15,27441,175,0.0,0
40,15,2982,125,0.5,17,15,24850,160,0.0,0
55,7,2401,185,0.5,10,5,52500,195,0.0,0
41,6,1461,86,0.5,7,5,11900,167,0.0,0
58,12,1896,101,0.5,15,11,23310,188,0.0,0
42,10,2401,116,0.64,11,10,33200,195,0.0,0
50,11,2477,116,0.5,14,11,27700,152,9423.62,1
51,19,1905,71,0.5,22,19,14773,162,0.0,0
67,7,2457,301,0.5,7,1,49950,250,0.0,0
53,17,1388,90,0.5,17,15,12257,180,0.0,0
74,5,1149,75,0.5,6,5,9300,161,0.0,0
48,13,1587,109,0.55,14,11,18350,190,0.0,0
54,14,2148,143,0.5,14,11,29350,220,0.0,0
42,15,1360,75,0.5,17,12,11950,170,0.0,0
51,10,1991,112,0.5,11,10,25110,168,0.0,0
39,16,1360,75,0.5,17,12,11950,170,0.0,0
85,21,2499,75,0.5,26,19,28884,109,0.0,0
60,9,1560,90,0.5,9,8,15150,182,0.0,0
67,16,1587,111,0.5,18,16,15017,195,961.15,1
67,10,1896,105,0.5,10,8,25330,188,0.0,0
32,15,1910,60,0.68,16,13,11540,155,0.0,0
55,5,1956,131,0.5,7,5,27850,205,0.0,0
35,11,1896,90,0.72,11,8,19420,176,0.0,0
70,27,1124,55,0.5,29,26,7837,161,0.0,0
73,22,1769,60,0.5,26,19,13599,134,0.0,0
72,8,1149,75,0.5,10,9,13650,167,0.0,0
68,19,1124,60,0.5,22,21,9452,167,0.0,0
40,10,1461,82,0.5,11,10,18050,168,0.0,0
36,12,1598,111,0.5,16,15,17517,185,0.0,0
88,29,956,43,0.5,30,28,6945,137,0.0,0
95,13,1587,109,0.67,15,11,19100,197,0.0,0
58,13,2198,147,0.5,13,12,22750,216,0.0,0
55,5,1149,75,0.5,7,5,10150,169,0.0,0
57,26,2826,116,0.5,26,21,24789,140,0.0,0
56,18,1598,90,0.5,20,19,16114,184,0.0,0
57,6,1149,59,0.5,8,6,11800,150,0.0,0
35,13,1997,90,0.51,13,10,20800,174,0.0,0
51,19,1905,93,0.6,22,18,21328,180,0.0,0
88,16,1870,64,0.5,17,15,11876,161,0.0,0
49,5,1364,120,0.5,5,3,20420,188,0.0,0
47,7,2967,240,0.5,8,4,55890,250,0.0,0
58,22,2399,75,0.67,23,22,23859,130,0.0,0
62,5,1461,106,0.5,6,5,18250,169,0.0,0
80,16,998,68,0.5,16,14,9940,155,0.0,0
45,14,1896,116,0.5,15,14,20002,195,0.0,0
59,42,1285,40,0.5,50,45,1242,120,0.0,0
41,11,1461,82,0.5,14,12,14450,175,0.0,0
67,5,1461,68,0.53,6,4,12200,150,0.0,0
36,9,1997,136,0.51,10,8,24900,202,0.0,0
67,5,1991,140,0.5,8,4,33900,195,0.0,0
76,19,1970,150,0.5,20,16,26344,216,0.0,0
57,17,999,55,0.5,17,17,7608,142,0.0,0
32,11,1360,74,0.5,12,7,15000,169,0.0,0
82,12,1868,70,0.5,15,13,17550,162,0.0,0
52,5,1997,136,0.5,11,8,29800,208,0.0,0
68,16,1242,60,0.5,22,20,9468,160,0.0,0
37,14,1998,140,0.5,15,15,19651,183,0.0,0
50,22,1905,71,0.5,23,18,13706,167,0.0,0
64,13,1997,90,0.5,16,13,15950,163,0.0,0
45,6,2179,157,0.5,8,5,33950,200,0.0,0
69,12,3960,177,0.5,13,11,28650,172,777.94,1
70,14,2982,125,0.5,19,14,33905,160,0.0,0
44,8,1398,55,0.5,10,5,11850,154,0.0,0
73,10,1150,73,0.61,10,7,11850,157,0.0,0
68,5,1461,68,0.5,7,4,10525,150,0.0,0
43,9,2497,177,0.5,11,9,45100,230,0.0,0
53,15,1870,55,0.5,18,14,12764,135,0.0,0
64,11,1149,59,0.5,15,9,10138,151,0.0,0
47,10,1997,90,0.5,13,8,16325,163,0.0,0
41,7,1753,125,0.5,9,5,29250,190,0.0,0
52,7,1560,90,0.5,8,6,17650,182,111.36,1
44,13,2459,102,0.5,15,12,23717,157,0.0,0
58,19,1498,90,0.5,20,17,11876,170,0.0,0
66,11,1997,109,0.5,14,11,20800,193,0.0,0
77,21,1870,64,0.5,24,20,12259,140,0.0,0
53,27,2068,60,0.58,34,26,13289,107,0.0,0
57,6,1108,55,0.5,12,5,9100,150,0.0,0
36,7,1364,90,0.9,10,8,15100,175,0.0,0
70,26,2299,79,0.5,26,24,22082,140,0.0,0
63,5,1591,127,0.5,6,4,15190,177,0.0,0
69,6,1390,75,0.5,6,5,9890,161,0.0,0
42,16,1298,87,0.5,16,10,14250,165,0.0,0
60,19,2874,123,0.5,20,15,27891,134,0.0,0
58,9,2198,86,0.5,9,4,23693,140,0.0,0
61,10,1997,90,0.5,13,8,16325,163,0.0,0
58,6,1461,106,0.5,6,6,23590,190,0.0,0
75,7,1560,90,0.5,8,4,25654,145,0.0,0
49,8,1560,90,0.5,9,8,15150,182,0.0,0
54,32,2445,67,0.5,35,32,11631,110,0.0,0
52,18,1597,90,0.5,23,21,12882,178,0.0,0
78,13,1587,109,0.5,14,11,16300,190,0.0,0
87,14,1298,87,0.5,15,15,11221,175,0.0,0
82,24,1124,55,0.5,28,22,9681,154,0.0,0
48,10,1870,116,0.5,13,9,34250,180,0.0,0
54,6,2204,140,0.5,8,4,24650,205,845.24,1
80,28,903,45,0.57,29,23,7150,140,0.0,0
64,13,973,59,0.5,15,12,10650,155,0.0,0
48,24,1118,53,0.55,24,22,11373,147,0.0,0
52,7,1968,143,0.5,7,4,33230,215,567.79,1
60,22,1905,71,0.5,27,23,15535,165,0.0,0
80,16,1870,55,0.5,17,15,11160,155,0.0,0
69,19,1239,55,0.5,20,18,9041,150,0.0,0
88,18,1598,90,0.5,19,16,19727,170,0.0,0
53,11,1997,109,0.5,13,11,24450,192,0.0,0
49,14,1870,98,0.5,16,15,17974,185,0.0,0
71,6,1124,60,0.5,12,10,11200,158,0.0,0
76,15,2946,191,0.5,16,16,38875,225,0.0,0
80,8,1587,109,0.6,15,12,16050,197,0.0,0
53,18,1149,59,0.5,19,16,9620,152,0.0,0
81,13,1998,109,0.5,17,12,21300,191,1411.94,1
85,13,1749,117,0.5,15,12,18600,197,0.0,0
45,6,796,51,0.5,9,7,8690,145,0.0,0
51,9,1398,68,0.5,11,8,14390,164,0.0,0
57,46,747,28,0.5,54,44,1128,115,0.0,0
53,6,1560,75,0.5,10,10,15129,150,0.0,0
52,9,1398,68,0.5,9,8,12857,168,0.0,0
43,6,1995,115,0.5,9,8,27747,160,0.0,0
55,13,1997,90,0.5,16,10,20750,175,0.0,0
79,10,1587,109,0.5,14,11,16300,190,0.0,0
82,5,1198,60,0.5,6,2,12560,157,0.0,0
68,13,1598,116,0.5,14,9,18600,200,0.0,0
64,8,1998,127,0.5,9,7,25400,200,0.0,0
55,14,1951,131,0.55,17,14,26603,207,0.0,0
56,8,1248,70,0.5,10,5,16690,155,0.0,0
39,14,1527,58,0.5,17,14,10748,158,0.0,0
42,11,1870,101,0.5,14,11,23300,185,0.0,0
45,7,1560,90,0.5,9,6,18750,182,0.0,0
51,5,1398,68,0.5,6,5,15300,163,1308.0,1
52,12,998,66,0.5,12,10,10450,155,0.0,0
48,11,1997,136,0.5,11,10,19800,207,0.0,0
92,24,1124,55,0.5,29,22,8553,161,0.0,0
45,5,1995,173,0.5,8,5,53250,198,0.0,0
50,17,2664,125,0.5,19,17,25292,155,650.73,1
86,14,1587,109,0.5,15,9,17550,185,0.0,0
49,15,1870,55,0.5,18,14,12764,135,0.0,0
54,10,1360,75,0.5,17,12,11950,170,0.0,0
28,8,1560,90,0.72,9,6,18750,182,687.54,1
68,37,435,25,0.5,45,36,2249,102,0.0,0
51,23,998,40,0.5,38,35,3499,128,0.0,0
30,5,1398,68,0.57,6,5,13850,169,0.0,0
47,16,1360,75,0.5,17,12,11950,170,211.49,1
56,17,1998,134,0.5,17,13,27210,203,0.0,0
66,16,1595,101,0.5,17,15,16206,188,0.0,0
46,17,2188,113,0.5,19,16,27365,175,1117.51,1
41,6,1390,75,0.5,6,5,9890,161,0.0,0
55,36,1108,48,0.5,45,35,4437,135,0.0,0
78,13,1598,108,0.5,15,10,19700,195,0.0,0
43,5,1149,77,0.5,5,5,10350,169,0.0,0
62,14,1598,108,0.5,16,15,15992,195,0.0,0
90,18,1390,75,0.5,19,17,16145,160,0.0,0
66,28,956,37,0.5,30,23,8064,118,0.0,0
47,13,1997,138,0.5,14,10,20000,205,1400.17,1
60,17,1587,90,0.5,17,15,13706,185,0.0,0
31,16,1753,60,0.68,17,15,11343,158,0.0,0
36,24,2068,67,0.5,29,26,13507,164,0.0,0
66,5,1390,75,0.5,6,5,9890,161,0.0,0
76,10,1149,75,0.5,15,9,11300,170,0.0,0
50,6,1560,109,0.5,7,6,26500,180,0.0,0
38,12,1364,75,0.57,14,10,13350,170,0.0,0
55,9,1461,68,0.5,10,9,13400,162,0.0,0
43,15,1360,75,0.5,17,12,11950,170,0.0,0
55,9,1398,68,0.5,14,10,14500,168,0.0,0
48,5,1968,170,0.5,7,3,50710,200,0.0,0
70,21,1595,55,0.5,30,21,11247,132,0.0,0
54,10,3199,218,0.5,12,10,58400,240,0.0,0
24,16,1390,75,0.76,17,15,11419,170,0.0,0
84,5,1560,109,0.5,7,5,26100,180,0.0,0
53,10,998,66,0.5,12,10,10450,155,63.16,1
46,13,2179,136,0.5,15,12,26350,205,0.0,0
58,16,2494,105,0.5,17,13,23705,145,0.0,0
64,24,956,37,0.5,30,23,8064,118,0.0,0
40,41,602,29,0.5,45,34,3299,115,0.0,0
56,8,1560,109,0.5,8,7,21750,191,0.0,0
30,13,1997,90,0.72,14,10,22450,175,0.0,0
71,11,1868,70,0.5,13,8,14352,142,0.0,0
43,15,1895,90,0.5,17,13,20720,171,0.0,0
80,22,2165,140,0.5,23,20,27899,206,0.0,0
58,20,1118,49,0.5,23,19,9498,143,0.0,0
38,9,1560,109,0.52,9,9,22450,183,0.0,0
75,8,1560,90,0.52,10,8,20000,179,0.0,0
67,14,1390,98,0.5,14,12,12450,186,0.0,0
57,5,1461,86,0.5,5,5,18250,174,0.0,0
72,24,2675,169,0.5,26,25,30338,212,0.0,0
74,16,1299,60,0.5,19,16,9971,155,0.0,0
47,20,2499,119,0.5,23,21,28493,180,0.0,0
66,15,1690,81,0.5,16,4,13290,137,0.0,0
50,19,1870,64,0.5,21,18,13576,140,0.0,0
37,11,1461,82,0.51,14,12,14450,175,0.0,0
